"DevelopmentRegion","RegionalDistrict","Municipality","Statistics","date","values"
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-08",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","OTHER/UNKNOWN TOTAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-01",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-02",2
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-06",2
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RECREATIONAL TOTAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-01",2
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-02",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-03",3
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-05",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-06",3
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-07",4
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-08",4
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-09",5
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - ACREAGE (count)","2017-10",6
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-01",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-05",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - COMMERCE (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-08",2
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-09",3
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - FARM (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - MULTI-FAMILY (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - OTHER (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-01",3
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-02",9
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-03",6
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-04",8
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-05",5
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-06",7
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-07",7
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-08",8
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-09",9
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-10",3
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-02",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-03",1
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-01",6
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-02",11
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-03",10
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-04",8
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-05",7
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-06",10
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-07",12
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-08",14
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-09",17
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","RESIDENTIAL TOTAL (count)","2017-10",9
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-01",7
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-02",13
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-03",11
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-04",10
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-05",8
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-06",14
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-07",14
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-08",15
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-09",17
"Mainland/Southwest","SQUAMISH-LILLOOET","SQUAMISH RURAL","Total Market Transactions (count)","2017-10",13
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-05",1
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - COMMERCE (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-04",3
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - OTHER (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-07",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-04",3
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-05",1
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","COMMERCIAL TOTAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-06",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-07",1
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FARM TOTAL (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-01",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-02",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-03",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-04",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-05",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-08",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Median of Foreign Involvement Transactions ($ median)","2017-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-01",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-02",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-03",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-04",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-05",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-08",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-09",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-10",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-02",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-03",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-04",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-05",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-06",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-07",NA
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-08",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-09",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","Foreign Involvement Transactions (count)","2017-10",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","OTHER/UNKNOWN TOTAL (count)","2017-01",0
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","OTHER/UNKNOWN TOTAL (count)","2017-02",1
"Mainland/Southwest","SQUAMISH-LILLOOET","VILLAGE OF PEMBERTON","OTHER/UNKNOWN TOTAL (count)","2017-03",0
