"DevelopmentRegion","RegionalDistrict","Municipality","Statistics","date","values"
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - OTHER (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - OTHER (count)","2017-10",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-01",6
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-02",4
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-03",5
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-04",3
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-05",7
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-06",13
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-07",9
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-08",11
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-09",9
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-10",7
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-01",10
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-02",13
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-03",12
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-04",10
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-05",15
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-06",17
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-07",17
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-08",25
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-09",19
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","RESIDENTIAL TOTAL (count)","2017-10",11
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-01",10
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-02",13
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-03",13
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-04",10
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-05",17
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-06",17
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-07",17
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-08",25
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-09",20
"Vancouver Island/Coast","CAPITAL","DISTRICT OF CENTRAL SAANICH","Total Market Transactions (count)","2017-10",11
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-05",2
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-06",2
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-09",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - COMMERCE (count)","2017-10",2
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-02",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-08",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-09",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - OTHER (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-05",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-06",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-08",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-02",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-05",3
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-06",3
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-08",2
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-09",2
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","COMMERCIAL TOTAL (count)","2017-10",2
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FARM TOTAL (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-01",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-02",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-03",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-04",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-05",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-06",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-07",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-08",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-09",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Median of Foreign Involvement Transactions ($ median)","2017-10",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-01",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-02",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-03",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-04",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-05",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-06",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-07",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-08",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-09",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","FMV Sum of Foreign Involvement Transactions ($ sum)","2017-10",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-06",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-09",NA
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","Foreign Involvement Transactions (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","OTHER/UNKNOWN TOTAL (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RECREATIONAL TOTAL (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - ACREAGE (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-01",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-03",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - COMMERCE (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-06",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - FARM (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-01",2
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-02",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-05",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-06",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - MULTI-FAMILY (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-01",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-02",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-03",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-04",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-05",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-06",1
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-07",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-08",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-09",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - OTHER (count)","2017-10",0
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-01",12
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-02",11
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-03",10
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-04",13
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-05",19
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-06",29
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-07",18
"Vancouver Island/Coast","CAPITAL","DISTRICT OF ESQUIMALT","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-08",17
